id,title,description,thumbnail,link,viewer,created_at,updated_at,deleted_at
1,lah update,Video Description,https://picsum.photos/640/480,https://www.youtube.com/watch?v=NH9yuZUrJVc,658331,2024-04-07 14:49:15.000,2024-06-16 18:00:49.986,2024-06-16 18:12:34.522
2,She within way trust quarterly others.,Upstairs inside for. Already party here.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,0,2024-01-02 06:14:54.000,2024-06-15 13:03:34.664,2024-06-16 18:10:26.261
3,Of lovely huh off their crime.,Amused under what. Itself herself company.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-04-20 07:15:07.000,2024-06-22 19:06:50.252,
4,Shall towards anyone begin did quiver.,Page no little. Nightly had finally.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-04-23 04:02:40.000,2024-06-22 19:06:50.039,
5,Thing are lie cabinet select whoa.,In behind example. Party everything including.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-01-03 11:21:37.000,2024-06-22 19:06:56.983,
6,My tomorrow throughout huh annually inside.,Them theirs angrily. Today that when.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-01-12 17:30:12.000,2024-06-22 19:06:55.507,
7,Magazine calm lonely prepare host we.,Bravo first some. Apple too eagerly.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-02-05 16:16:09.000,2024-06-22 19:06:54.660,
8,Certain woman fun did improvised before.,Them hers Orwellian. This conclude anything.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-03-21 03:34:34.000,2024-06-22 19:06:51.932,
9,Group party theirs of she first.,Do whoever bowl. Bevy American is.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-06-17 02:24:05.000,2024-06-22 19:08:26.712,
10,Whereas bevy case nobody certain business.,Dishonesty in to. Somebody hers late.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-03-09 17:38:11.000,2024-06-22 19:06:52.773,
11,Though that world those off that.,Bowl ourselves everyone. That them today.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-03-18 11:49:57.000,2024-06-22 19:06:52.145,
12,Everybody pain whose group recklessly a.,Goal whenever pen. Over British vivaciously.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-06-20 08:11:11.000,2024-06-22 19:08:25.871,
13,Everything though nearby doctor lately that.,Valley gang awfully. Tomorrow other indeed.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-02-15 05:30:53.000,2024-06-22 19:06:53.825,
14,I however eventually problem him you.,Do outcome being. Those one knit.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-05-20 19:40:58.000,2024-06-22 19:06:48.574,
15,She his there successfully myself link.,Than everything do. Did growth for.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-06-24 07:10:09.000,2024-06-22 19:08:25.446,
16,Solitude alas never thing you anybody.,Nutty shall out. Others frankly Darwinian.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-04-26 07:04:15.000,2024-06-22 19:06:49.412,
17,This thought flower whatever sugar onto.,But their recently. Father greatly include.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-01-05 20:15:09.000,2024-06-22 19:06:56.352,
18,Forest staff has body anything above.,Where monthly now. Say other logic.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-02-11 03:39:37.000,2024-06-22 19:06:54.452,
19,Myself hiccup would disappear sometimes first.,Nightly because fight. That there now.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-02-26 02:50:58.000,2024-06-22 19:06:53.404,
20,Frequently supermarket government but outside sedge.,Then eventually buffalo. E.g. empty occasionally.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-04-13 10:07:07.000,2024-06-22 19:06:50.669,
21,Throughout ever next refrigerator cast wildlife.,Salvadorean balloon whereas. Who oops i.e..,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-04-06 17:55:04.000,2024-06-22 19:06:51.089,
22,In joy since another where to.,Magic Guyanese hey. Yearly together hourly.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-02-27 19:55:47.000,2024-06-22 19:06:53.193,
23,Up why who melon consist these.,They this meeting. Faithfully Tibetan due.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-01-04 05:26:55.000,2024-06-22 19:06:56.773,
24,Successfully Cypriot while just themselves riches.,Usually Bangladeshi meanwhile. You they whoever.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-01-29 18:08:13.000,2024-06-22 19:06:54.872,
25,It him how his in itself.,Everybody around hourly. For instead envious.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-01-08 05:50:50.000,2024-06-22 19:06:56.140,
26,Her bevy flock behind information of.,Then how instead. That think have.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-03-27 08:07:47.000,2024-06-22 19:06:51.510,
27,Its do Sri-Lankan joy i.e. several.,Bismarckian none innocence. On brace Iranian.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-03-10 04:56:52.000,2024-06-22 19:06:52.567,
28,Spoon why ouch why they in.,Explode dynasty mine. Themselves because being.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-02-14 19:51:17.000,2024-06-22 19:06:54.032,
29,Mob why besides repeatedly where before.,In later Welsh. She over alas.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-05-12 23:01:49.000,2024-06-22 19:06:49.202,
30,Host be my for their wave.,The his alas. Weekly seldom include.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-01-23 02:06:34.000,2024-06-22 19:06:55.299,
31,Someone this confusing so ours himself.,Which onto wiggle. Along say she.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-04-24 18:51:31.000,2024-06-22 19:06:49.626,
32,Nap who everything last her will.,Hourly consequently hiccup. Remind data unless.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-04-14 11:36:37.000,2024-06-22 19:06:50.459,
33,First until police that throw bunch.,Whose her potato. Has what brightly.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-04-11 11:12:45.000,2024-06-22 19:06:50.877,
34,His had me out hammer by.,Of somebody outside. Forget since star.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-01-28 16:50:45.000,2024-06-22 19:06:55.090,
35,Soon yourself wow racism herself few.,Here one firstly. Deeply intensely town.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-03-15 17:05:04.000,2024-06-22 19:06:52.350,
36,Polynesian that other Alaskan flock it.,Each those crowd. Yell whom will.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-06-04 02:48:47.000,2024-06-22 19:06:48.361,
37,Harm till yours try hmm us.,Those this whole. Have encouraging under.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-03-22 04:01:50.000,2024-06-22 19:06:51.723,
38,Meanwhile but pollution brace regiment himself.,Due dream ski. Whenever what had.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-01-08 11:11:32.000,2024-06-22 19:06:55.924,
39,World were where throw which each.,Some with congregation. Those his clothing.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-01-12 03:58:56.000,2024-06-22 19:06:55.714,
40,Film back yearly divorce would sadly.,Parfume tomorrow year. His yourselves them.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-06-28 09:03:25.000,2024-06-22 19:08:25.234,
41,Whose this tonight week was unless.,Elsewhere whereas for. Regularly another huh.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-04-23 21:29:07.000,2024-06-22 19:06:49.836,
42,Punctually which conclude what these where.,Loss these Darwinian. Their under thing.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-06-15 21:37:16.000,2024-06-22 19:08:27.134,
43,Significant hour gee gang troop late.,Over from he. Bottle scold house.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-03-02 23:08:50.000,2024-06-22 19:06:52.987,
44,Outside nightly they it these open.,Realistic regularly my. The that the.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200022,2024-01-12 11:38:54.000,2024-06-20 13:55:50.603,2024-06-20 17:22:34.542
45,Nearby then huge gang Ecuadorian his.,Will certain in. Mustering with their.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-05-17 11:11:14.000,2024-06-22 19:06:48.787,
46,Who her obesity had my of.,Sadly shall pollution. They scold well.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-02-11 19:38:39.000,2024-06-22 19:06:54.244,
47,Us straight crew may can these.,Drag hey as. Those I out.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-03-31 22:32:54.000,2024-06-22 19:06:51.299,
48,Just quarterly yesterday wade everyone phew.,Laptop this whoa. Before fear yourself.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-01-05 06:29:28.000,2024-06-22 19:06:56.561,
49,Theirs gee his ours this album.,Now provided am. Next yesterday his.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-05-14 20:37:33.000,2024-06-22 19:06:48.994,
50,Generally her down then whenever virtually.,Certain monthly person. Still though gee.,https://picsum.photos/640/480,https://www.youtube.com/watch?v=CGd3lgxReFE,200197,2024-02-16 20:22:10.000,2024-06-22 19:06:53.618,
51,Daur Ulang Besi,"BEGINI TAHAPAN PROSES PEMBUATAN BESI DAN BAJA DI PABRIK MODERN
Halo sahabat Rekayasa Produksi,
Besi dan baja adalah bahan yang sangat penting dalam kehidupan modern. Mereka adalah tulang punggung infrastruktur dan teknologi yang digunakan dalam hampir di semua aspek kehidupan kita sehari-hari. Mulai dari konstruksi bangunan, peralatan, otomotif hingga elektronik dan mode transportasi.
Selain itu, fakta menariknya tentang besi dan Baja adalah mereka 100% dapat didaur ulang dan merupakan bahan yang paling banyak didaur ulang di planet ini. Lebih dari 70% baja global didaur ulang dan digunakan Kembali tanpa mengurangi kualitas dan ketahanannya. Daur ulang ini dapat dilakukan untuk semua jenis besi dan baja bahkan banyak yang telah berkarat dan dibuat 150 tahun yang lalu, masih dapat didaur ulang dan digunakan dalam produk dan peralatan baru.
Besi dan baja merupakan dua material yang berasal dari bahan yang sama yaitu logam. Namun baja adalah besi yang memiliki kandungan karbon yang lebih banyak antara 0,2 % hingga 2,1%. Kandungan karbon dalam baja menentukan sifat-sifatnya. Baja dengan kandungan karbon rendah memiliki sifat yang mirip dengan besi murni, yaitu lunak dan dapat ditempa. Baja dengan kandungan karbon tinggi memiliki sifat yang lebih keras dan kuat, tetapi juga lebih rapuh.Pada vidio kali ini rekayasa produksi akan mengajak kalian untuk melihat proses pembuatan besi dan baja di pabrik moder",https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718460619/video_thumbnail_update/pwn9hwfcex8tjzfsukqg.jpg,https://www.youtube.com/watch?v=sj4v3bgSbig,73794,2024-06-15 14:02:27.792,2024-06-15 14:11:18.265,2024-06-15 14:19:03.728
52,Daur Ulang Besi,"Halo sahabat Recythinh
Besi dan baja adalah bahan yang sangat penting dalam kehidupan modern. Mereka adalah tulang punggung infrastruktur dan teknologi yang digunakan dalam hampir di semua aspek kehidupan kita sehari-hari. Mulai dari konstruksi bangunan, peralatan, otomotif hingga elektronik dan mode transportasi.
Selain itu, fakta menariknya tentang besi dan Baja adalah mereka 100% dapat didaur ulang dan merupakan bahan yang paling banyak didaur ulang di planet ini. Lebih dari 70% baja global didaur ulang dan digunakan Kembali tanpa mengurangi kualitas dan ketahanannya. Daur ulang ini dapat dilakukan untuk semua jenis besi dan baja bahkan banyak yang telah berkarat dan dibuat 150 tahun yang lalu, masih dapat didaur ulang dan digunakan dalam produk dan peralatan baru.
Besi dan baja merupakan dua material yang berasal dari bahan yang sama yaitu logam. Namun baja adalah besi yang memiliki kandungan karbon yang lebih banyak antara 0,2 % hingga 2,1%. Kandungan karbon dalam baja menentukan sifat-sifatnya. Baja dengan kandungan karbon rendah memiliki sifat yang mirip dengan besi murni, yaitu lunak dan dapat ditempa. Baja dengan kandungan karbon tinggi memiliki sifat yang lebih keras dan kuat, tetapi juga lebih rapuh.Pada vidio kali ini rekayasa produksi akan mengajak kalian untuk melihat proses pembuatan besi dan baja di pabrik modern.",https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718465088/video_thumbnail/xwqheknzkx9vkbimeiig.jpg,https://www.youtube.com/watch?v=sj4v3bgSbig,74923,2024-06-15 15:24:49.373,2024-06-19 09:49:10.883,2024-06-19 11:05:29.182
53,Ratusan Ton Sampah Plastik Diolah Jadi Furnitur Pakai Mesin dari India Ini! Indonesia Perlu Tiru!,"Indonesia didapuk jadi negara penghasil sampah plastik kedua di dunia. Solusinya mungkin bisa ditiru Indonesia dari ide seorang mahasiswa India. Berkat mesin daur ulang buatan Nivedha RM, sebanyak 200 ton sampah plastik bisa diolah dalam satu hari. Hasil olahan TrashCon bisa diubah menjadi furnitur seperti kursi, meja dan lemari. Kini mesin buatannya sudah diekspor ke Arab Saudi dan Filipina. 

Bagaimana cara kerja inovasi daur ulang sampah plastik ini? Dan apakah ada solusi serupa di Indonesia? Tonton selengkapnya dalam video ""Ratusan Ton Sampah Plastik Diolah Jadi Furnitur Pakai Mesin dari India Ini! Indonesia Perlu Tiru!""",https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718503962/video_thumbnail/fdt9nk6g6gida5cmzdsw.jpg,https://www.youtube.com/watch?v=iM0WbEiVWfI,122379,2024-06-16 02:12:43.067,2024-06-22 19:08:26.922,
54,Proses Daur Ulang Plastik,Tes,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718620444/video_thumbnail/xakr7ebzpadcctmel9uk.jpg,https://www.youtube.com/watch?v=jp5uhrdhsKI,987532,2024-06-17 10:34:04.752,2024-06-17 10:50:15.548,2024-06-17 10:51:32.432
55,Proses Daur Ulang Besi,Tes,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718621840/video_thumbnail/djwkaowbvweffmttnb9m.jpg,https://www.youtube.com/watch?v=sj4v3bgSbig,74361,2024-06-17 10:57:20.778,2024-06-17 10:57:44.344,2024-06-17 10:57:54.596
56,Plastik Jadi Bahan Membuat Beton Hijau Berkualitas Tinggi,"Serat industri daur ulang di tangan ilmuwan Italia berubah menjadi beton berkonsep hijau dan berkelanjutan. Seberapa kuat kualitas 
beton berbahan dasar plastik itu?",https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718936367/video_thumbnail_update/rdhkalwx3gxmajriyta2.png,https://www.youtube.com/watch?v=iD_CKFMDHBQ,89776,2024-06-18 07:53:53.177,2024-06-22 19:08:26.500,
57,Banjir karena timbunan Sampah,video description,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718702059/video_thumbnail/fgusvm3ny3hjhwtqd65m.png,https://www.youtube.com/watch?v=CnailTcJV_U,318549,2024-06-18 09:14:19.879,2024-06-22 19:08:26.285,
58,4 Recycle Plastic Bottle Easy Project Pen Holder / Pencil Holder | 4 Ide Tempat Pensil Botol Plastik,"Hai teman-teman!

Di video kali ini, aku akan menunjukkan cara membuat 4 tempat pensil keren dari botol plastik bekas! Proyek DIY ini super mudah dan cocok banget buat kamu yang suka mendaur ulang dan membuat kerajinan tangan. Tidak hanya membantu lingkungan, kamu juga bisa mendapatkan tempat pensil unik yang bisa digunakan sehari-hari.",https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718937116/video_thumbnail_update/v2xqcqslkppwi4f7vvle.png,https://www.youtube.com/watch?v=vu8BJUuKw8Y,3353,2024-06-18 09:31:01.327,2024-06-22 19:08:26.077,
59,Cara Jerman Mengolah Limbah Ban Bekas,"Ban bekas tergolong limbah daur ulang paling potensial. Selain jumlahnya banyak, limbah ban juga mengandung bahan karet yang tahan lama dan mudah diolah. Oleh karena itu, sejumlah orang di Jerman tertarik mengembangkan produk daur ulang berbahan dasar karet ban. Ada Danny Schwalbe, pemilik perusahaan daur ulang yang mengembangkan proses baru dengan mengoptimalkan produk karet sepenuhnya dari ban bekas. Ada pula Katja Werner, seorang desainer yang merancang tas tahan air, dompet dan gantungan kuci dari ban sepeda bekas.",https://res.cloudinary.com/dlbbsdd3a/image/upload/v1719055693/video_thumbnail/lin9kveixqiobxenezjy.jpg,https://www.youtube.com/watch?v=ud1rVHMaPf4,1134550,2024-06-22 11:28:13.608,2024-06-22 19:08:25.661,
